Time,PosX,PosY,ImagePath
157.472998,0.09682575861612958,-0.09611660242080688,reinforcerImages\famous people\DiCaprio.jpg
157.477043,0.06121720208062065,-0.08487918972969055,reinforcerImages\famous people\DiCaprio.jpg
157.48796,0.023668448130289677,-0.06429323554039001,reinforcerImages\famous people\DiCaprio.jpg
157.504962,-0.056371212005615234,-0.03867745399475098,reinforcerImages\famous people\DiCaprio.jpg
157.52159,-0.05263164308336049,-0.04016268253326416,reinforcerImages\famous people\DiCaprio.jpg
157.537579,-0.05166080262925887,-0.041187167167663574,reinforcerImages\famous people\DiCaprio.jpg
157.554533,-0.05251799689398873,-0.04028543829917908,reinforcerImages\famous people\DiCaprio.jpg
157.571487,-0.052736785676744224,-0.041977912187576294,reinforcerImages\famous people\DiCaprio.jpg
157.588442,-0.05004509290059406,-0.03841358423233032,reinforcerImages\famous people\DiCaprio.jpg
157.604912,-0.05255002445644802,-0.041595399379730225,reinforcerImages\famous people\DiCaprio.jpg
157.6208,-0.05007513364156091,-0.0395643413066864,reinforcerImages\famous people\DiCaprio.jpg
157.637725,-0.0517430305480957,-0.040704548358917236,reinforcerImages\famous people\DiCaprio.jpg
157.65482,-0.055994934505886496,-0.042522311210632324,reinforcerImages\famous people\DiCaprio.jpg
157.671824,-0.05408954620361328,-0.03988391160964966,reinforcerImages\famous people\DiCaprio.jpg
157.688279,-0.05176183912489152,-0.04080069065093994,reinforcerImages\famous people\DiCaprio.jpg
157.705191,-0.01701781484815812,0.0590200275182724,reinforcerImages\famous people\DiCaprio.jpg
157.721547,-0.01701781484815812,0.0590200275182724,reinforcerImages\famous people\DiCaprio.jpg
157.73742,-0.026824050479465067,0.04936368763446808,reinforcerImages\famous people\DiCaprio.jpg
157.754561,-0.023902124828762472,0.059562861919403076,reinforcerImages\famous people\DiCaprio.jpg
157.771536,-0.02439822090996635,0.05747556686401367,reinforcerImages\famous people\DiCaprio.jpg
157.78847,-0.0253450870513916,0.05812452733516693,reinforcerImages\famous people\DiCaprio.jpg
157.804397,-0.024947325388590458,0.05994367599487305,reinforcerImages\famous people\DiCaprio.jpg
157.821352,-0.023778067694769922,0.05773468315601349,reinforcerImages\famous people\DiCaprio.jpg
157.838306,-0.02501739395989311,0.05891340970993042,reinforcerImages\famous people\DiCaprio.jpg
157.854295,-0.023782889048258482,0.05812521278858185,reinforcerImages\famous people\DiCaprio.jpg
157.871218,-0.022733211517333984,0.06105929613113403,reinforcerImages\famous people\DiCaprio.jpg
157.888261,-0.023150920867919922,0.06255380809307098,reinforcerImages\famous people\DiCaprio.jpg
157.904199,-0.030504120720757366,0.051764413714408875,reinforcerImages\famous people\DiCaprio.jpg
157.921084,-0.03087825245327419,0.05032351613044739,reinforcerImages\famous people\DiCaprio.jpg
157.938039,-0.030551751454671205,0.05856926739215851,reinforcerImages\famous people\DiCaprio.jpg
157.955031,-0.030697478188408733,0.056201204657554626,reinforcerImages\famous people\DiCaprio.jpg
157.971577,-0.029767168892754492,0.05359271168708801,reinforcerImages\famous people\DiCaprio.jpg
157.987642,-0.029912551244099916,0.053617894649505615,reinforcerImages\famous people\DiCaprio.jpg
158.004531,-0.029766506618923605,0.05497702956199646,reinforcerImages\famous people\DiCaprio.jpg
158.020795,-0.03098154067993164,0.05297398567199707,reinforcerImages\famous people\DiCaprio.jpg
158.03798,-0.030759572982788086,0.05548347532749176,reinforcerImages\famous people\DiCaprio.jpg
158.055054,-0.03129752477010089,0.05613049864768982,reinforcerImages\famous people\DiCaprio.jpg
158.070938,-0.031050417158338728,0.05284702777862549,reinforcerImages\famous people\DiCaprio.jpg
158.088618,-0.031121598349677204,0.05015268921852112,reinforcerImages\famous people\DiCaprio.jpg
158.104576,-0.030946307712131083,0.055565983057022095,reinforcerImages\famous people\DiCaprio.jpg
158.121608,-0.0300499598185221,0.052607059478759766,reinforcerImages\famous people\DiCaprio.jpg
158.137538,-0.03014371130201554,0.053880929946899414,reinforcerImages\famous people\DiCaprio.jpg
